location,geo,day,followers,friends_count,statuses_count,vader,time between tweets
"New Jersey , North Bergen[b]","40.791637,-74.028701,5.2mi",2018-06-30,641.375,829.375,25962.25,0.038956250000000005,8.965138883919519
"New Jersey , North Bergen[b]","40.791637,-74.028701,5.2mi",2018-07-01,18121.125,1324.5625,19794.0,0.15795,13.919997137643564
"New Jersey , North Bergen[b]","40.791637,-74.028701,5.2mi",2018-07-02,3271.3793103448274,2693.0689655172414,84879.62068965517,0.23884827586206897,5.435282632141195
"New Jersey , Prospect Park","40.9370428,-74.1743111,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New Jersey , Shrewsbury[b]","40.3142563,-74.062725,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New Jersey , Trenton","40.2205824,-74.759717,7.66mi",2018-07-03,0.0,0.0,0.0,0.0,
"New Jersey , Wallington","40.8531553,-74.11375370000002,5mi",2018-07-02,1.0,21.0,7.0,0.0,
"New York , Bellerose","40.72437070000001,-73.71540139999999,5mi",2018-06-25,3494.0,4409.0,54660.0,0.0,
"New York , Bellerose","40.72437070000001,-73.71540139999999,5mi",2018-06-28,226.0,398.0,13085.0,0.0,
"New York , Floral Park","40.7237133,-73.7048532,5mi",2018-06-25,3494.0,4409.0,54660.0,0.0,
"New York , Kenmore","42.9658907,-78.870036,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New York , Kiryas Joel","41.3420381,-74.167924,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New York , New Hyde Park","40.7351018,-73.6879082,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New York , New Square","41.139466,-74.02854339999999,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New York , Port Chester","41.0017643,-73.66568339999999,5mi",2018-06-24,287.0,262.0,349509.0,0.5719,
"New York , Spring Valley","41.1131514,-74.0437521,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"New York , Williston Park","40.75649,-73.6448513,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"Oregon , Johnson City","45.4049709,-122.5806713,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"Pennsylvania , Darby","39.9184461,-75.2590721,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-25,2068.5,925.75,6574.5,0.0,66.64119565188552
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-26,53.5,148.0,2829.5,-0.07655,283.3809588245127
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-27,1967.6666666666667,1585.6666666666667,33900.0,0.23446666666666668,191.50621253969896
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-28,2688.6,1807.4,23853.2,0.09562000000000001,84.79659006789619
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-29,14645.888888888889,1246.0555555555557,91905.27777777778,0.3539111111111111,39.16262166038241
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-06-30,141.0,93.0,20520.0,0.0,
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-07-01,331.0,543.0,16701.0,0.0,
"Pennsylvania , Dormont","40.3959026,-80.0331092,5mi",2018-07-02,622.5,367.0,4540.0,-0.04685000000000002,76.71551264397094
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-24,177.0,348.0,1622.0,0.0,
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-25,673.0,2627.5,13144.5,0.41355,272.83984150316354
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-26,814.8125,585.1875,33899.375,0.0135125,20.50712596663897
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-27,1273.5714285714287,966.0,12986.142857142857,0.19322857142857144,91.0890799088217
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-28,7806.0,714.5,10307.5,0.4294,267.63916405700775
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-29,10265.333333333334,1214.5897435897436,26574.410256410258,0.38439230769230764,16.363276296448284
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-06-30,6467.5,590.5,5093.25,0.506775,184.49223493321404
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-07-01,227.5,223.5,11181.5,0.0,93.42845273854412
"Pennsylvania , East Lansdowne","39.9456683,-75.2612943,5mi",2018-07-02,150281.5,2859.25,109864.25,0.177825,41.50156579536013
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-25,1915.2,970.4,6575.2,0.09122,131.9325938566553
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-26,53.5,148.0,2829.5,-0.07655,303.77133105802045
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-27,1967.6666666666667,1585.6666666666667,33900.333333333336,0.23446666666666668,205.2858361774744
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-28,2688.6,1807.4,23853.4,0.09562000000000001,90.89803754266211
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-29,14645.888888888889,1246.0555555555557,91905.27777777778,0.3539111111111111,41.980525998795414
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-06-30,141.0,93.0,20520.0,0.0,
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-07-01,331.0,543.0,16701.0,0.0,
"Pennsylvania , Mount Oliver","40.4114802,-79.98500899999999,5mi",2018-07-02,622.5,367.0,4540.0,-0.04685000000000002,82.23549488054607
"Pennsylvania , Pennsbury Village","40.4281245,-80.1006113,5mi",2018-07-03,0.0,0.0,0.0,0.0,
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-06-27,547.5333333333333,446.8,17813.666666666668,0.44379333333333343,1.0555069485421287
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-06-28,6232.6875,6083.125,61642.3125,0.17242500000000002,0.7798034468024497
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-06-29,1104.6875,1707.75,12697.1875,0.437825,0.6260978967858329
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-06-30,129.9375,187.25,9807.3125,0.55148125,1.4201443289180078
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-07-01,2094.125,773.4375,9368.5,0.15835,4.207615249489626
"Pennsylvania , Philadelphia","39.9525839,-75.1652215,135.09mi",2018-07-02,2499.1428571428573,1989.4285714285713,38249.03571428572,0.15863214285714286,3.0061930610285548
"Texas , Mobile City","32.9226225,-96.41109589999999,5mi",2018-07-02,1138.0,512.0,99188.0,0.0,
